transaction_id,timestamp,store_id,store_city,product_id,product_name,category,unit_price,quantity,total_amount,payment_method
TXN-20260105-13430,2026-01-05T14:37:43.805429,Hamburg_02,Hamburg,SKU016,Denim Jacket,Jacket,126.84,1,126.84,Credit Card
TXN-20260105-82706,2026-01-05T16:40:24.805429,Berlin_01,Berlin,SKU015,Leather Jacket,Jacket,196.16,1,196.16,Mobile Pay
TXN-20260105-96788,2026-01-05T16:37:05.805429,Frankfurt_01,Frankfurt,SKU010,Running Shoes,Sneakers,88.3,1,88.3,Mobile Pay
TXN-20260105-68828,2026-01-05T20:47:23.805429,Berlin_01,Berlin,SKU013,Party Dress,Dress,132.35,2,264.7,Mobile Pay
TXN-20260105-97055,2026-01-05T17:56:53.805429,Online_Store,Online,SKU012,Summer Dress,Dress,77.3,1,77.3,Debit Card
TXN-20260105-53145,2026-01-05T16:38:27.805429,Hamburg_02,Hamburg,SKU011,Little Black Dress,Dress,90.1,1,90.1,Credit Card
TXN-20260105-16421,2026-01-05T21:43:10.805429,Online_Store,Online,SKU016,Denim Jacket,Jacket,112.82,1,112.82,Mobile Pay
TXN-20260105-62521,2026-01-05T18:33:55.805429,Frankfurt_01,Frankfurt,SKU007,Ripped Jeans,Jeans,79.68,1,79.68,Mobile Pay
TXN-20260105-18077,2026-01-05T18:15:44.805429,Online_Store,Online,SKU010,Running Shoes,Sneakers,93.37,1,93.37,Cash
TXN-20260105-91754,2026-01-05T19:25:58.805429,Online_Store,Online,SKU005,Slim Fit Jeans,Jeans,79.71,1,79.71,Debit Card
TXN-20260105-99794,2026-01-05T15:25:46.805429,Online_Store,Online,SKU002,Blue T-Shirt,T-Shirt,25.88,3,77.65,Cash
TXN-20260105-46573,2026-01-05T14:06:30.805429,Berlin_01,Berlin,SKU011,Little Black Dress,Dress,87.17,1,87.17,Mobile Pay
TXN-20260105-56867,2026-01-05T19:00:45.805429,Berlin_01,Berlin,SKU011,Little Black Dress,Dress,87.3,1,87.3,Cash
TXN-20260105-42840,2026-01-05T20:46:51.805429,Online_Store,Online,SKU013,Party Dress,Dress,148.99,1,148.99,Credit Card
TXN-20260105-30874,2026-01-05T13:18:12.805429,Berlin_01,Berlin,SKU002,Blue T-Shirt,T-Shirt,26.37,1,26.37,Credit Card
TXN-20260105-16117,2026-01-05T14:13:47.805429,Frankfurt_01,Frankfurt,SKU002,Blue T-Shirt,T-Shirt,27.88,1,27.88,Mobile Pay
TXN-20260105-31569,2026-01-05T21:03:18.805429,Hamburg_02,Hamburg,SKU014,Winter Jacket,Jacket,149.93,1,149.93,Mobile Pay
TXN-20260105-94541,2026-01-05T17:44:51.805429,Munich_01,Munich,SKU005,Slim Fit Jeans,Jeans,74.23,1,74.23,Mobile Pay
TXN-20260105-62488,2026-01-05T16:50:34.805429,Frankfurt_01,Frankfurt,SKU016,Denim Jacket,Jacket,117.52,1,117.52,Mobile Pay
TXN-20260105-11952,2026-01-05T16:38:57.805429,Hamburg_02,Hamburg,SKU002,Blue T-Shirt,T-Shirt,28.98,2,57.97,Credit Card
TXN-20260105-30675,2026-01-05T18:05:17.805429,Berlin_01,Berlin,SKU005,Slim Fit Jeans,Jeans,68.15,1,68.15,Cash
TXN-20260105-25816,2026-01-05T18:01:58.805429,Berlin_01,Berlin,SKU010,Running Shoes,Sneakers,96.18,1,96.18,Credit Card
TXN-20260105-95379,2026-01-05T11:00:44.805429,Frankfurt_01,Frankfurt,SKU006,Regular Jeans,Jeans,63.42,2,126.84,Credit Card
TXN-20260105-48229,2026-01-05T14:12:41.805429,Frankfurt_01,Frankfurt,SKU006,Regular Jeans,Jeans,63.79,1,63.79,Mobile Pay
TXN-20260105-93639,2026-01-05T19:31:49.805429,Hamburg_02,Hamburg,SKU013,Party Dress,Dress,146.79,1,146.79,Credit Card
TXN-20260105-50111,2026-01-05T15:46:53.805429,Hamburg_02,Hamburg,SKU010,Running Shoes,Sneakers,85.43,2,170.86,Cash
TXN-20260105-16019,2026-01-05T11:51:33.805429,Munich_01,Munich,SKU002,Blue T-Shirt,T-Shirt,29.96,1,29.96,Mobile Pay
TXN-20260105-83272,2026-01-05T19:08:48.805429,Online_Store,Online,SKU014,Winter Jacket,Jacket,146.97,3,440.9,Mobile Pay
TXN-20260105-92865,2026-01-05T16:18:06.805429,Online_Store,Online,SKU010,Running Shoes,Sneakers,97.71,1,97.71,Mobile Pay
TXN-20260105-89593,2026-01-05T14:29:22.805429,Munich_01,Munich,SKU007,Ripped Jeans,Jeans,85.02,1,85.02,Mobile Pay
TXN-20260105-72216,2026-01-05T19:20:36.805429,Berlin_01,Berlin,SKU012,Summer Dress,Dress,72.3,1,72.3,Mobile Pay
TXN-20260105-35709,2026-01-05T20:52:47.805429,Berlin_01,Berlin,SKU008,White Sneakers,Sneakers,126.79,1,126.79,Credit Card
TXN-20260105-43883,2026-01-05T19:58:41.805429,Munich_01,Munich,SKU008,White Sneakers,Sneakers,117.84,1,117.84,Debit Card
TXN-20260105-87772,2026-01-05T15:34:39.805429,Online_Store,Online,SKU001,Red T-Shirt,T-Shirt,28.87,1,28.87,Mobile Pay
TXN-20260105-46305,2026-01-05T19:21:20.805429,Hamburg_02,Hamburg,SKU006,Regular Jeans,Jeans,62.05,2,124.11,Debit Card
TXN-20260105-86685,2026-01-05T10:33:14.805429,Munich_01,Munich,SKU014,Winter Jacket,Jacket,133.28,3,399.83,Credit Card
TXN-20260105-31958,2026-01-05T15:37:40.805429,Berlin_01,Berlin,SKU006,Regular Jeans,Jeans,63.81,3,191.44,Mobile Pay
TXN-20260105-20144,2026-01-05T18:48:10.805429,Frankfurt_01,Frankfurt,SKU009,Black Sneakers,Sneakers,105.8,1,105.8,Mobile Pay
TXN-20260105-27023,2026-01-05T15:57:26.805429,Munich_01,Munich,SKU008,White Sneakers,Sneakers,112.1,1,112.1,Cash
TXN-20260105-94108,2026-01-05T14:53:40.805429,Munich_01,Munich,SKU001,Red T-Shirt,T-Shirt,26.97,1,26.97,Debit Card
TXN-20260105-90274,2026-01-05T19:18:25.805429,Online_Store,Online,SKU006,Regular Jeans,Jeans,61.54,2,123.08,Credit Card
TXN-20260105-85272,2026-01-05T17:19:00.805429,Hamburg_02,Hamburg,SKU009,Black Sneakers,Sneakers,117.58,3,352.75,Mobile Pay
TXN-20260105-55629,2026-01-05T15:47:03.805429,Frankfurt_01,Frankfurt,SKU005,Slim Fit Jeans,Jeans,71.02,2,142.03,Cash
TXN-20260105-29417,2026-01-05T17:35:46.805429,Munich_01,Munich,SKU011,Little Black Dress,Dress,95.33,1,95.33,Cash
TXN-20260105-11985,2026-01-05T12:51:45.805429,Munich_01,Munich,SKU003,White T-Shirt,T-Shirt,22.02,3,66.06,Credit Card
TXN-20260105-54159,2026-01-05T18:19:44.805429,Berlin_01,Berlin,SKU014,Winter Jacket,Jacket,140.17,2,280.34,Mobile Pay
TXN-20260105-23670,2026-01-05T20:45:20.805429,Berlin_01,Berlin,SKU011,Little Black Dress,Dress,92.28,2,184.56,Cash
TXN-20260105-31333,2026-01-05T12:41:42.805429,Online_Store,Online,SKU002,Blue T-Shirt,T-Shirt,27.68,1,27.68,Debit Card
TXN-20260105-32263,2026-01-05T19:49:36.805429,Online_Store,Online,SKU015,Leather Jacket,Jacket,197.22,1,197.22,Credit Card
TXN-20260105-56704,2026-01-05T16:35:10.805429,Online_Store,Online,SKU010,Running Shoes,Sneakers,95.5,3,286.5,Debit Card
TXN-20260105-54717,2026-01-05T18:54:17.805429,Online_Store,Online,SKU004,Black Polo,T-Shirt,37.91,1,37.91,Cash
TXN-20260105-10712,2026-01-05T13:15:32.805429,Munich_01,Munich,SKU003,White T-Shirt,T-Shirt,21.35,1,21.35,Mobile Pay
TXN-20260105-49629,2026-01-05T19:56:31.805429,Hamburg_02,Hamburg,SKU002,Blue T-Shirt,T-Shirt,28.57,1,28.57,Credit Card
TXN-20260105-14460,2026-01-05T21:33:48.805429,Frankfurt_01,Frankfurt,SKU012,Summer Dress,Dress,72.54,1,72.54,Cash
TXN-20260105-13580,2026-01-05T21:44:20.805429,Frankfurt_01,Frankfurt,SKU002,Blue T-Shirt,T-Shirt,27.01,1,27.01,Debit Card
TXN-20260105-11370,2026-01-05T11:21:24.805429,Munich_01,Munich,SKU005,Slim Fit Jeans,Jeans,77.41,1,77.41,Credit Card
TXN-20260105-27028,2026-01-05T17:03:17.805429,Online_Store,Online,SKU008,White Sneakers,Sneakers,126.74,2,253.49,Mobile Pay
TXN-20260105-83323,2026-01-05T20:57:26.805429,Berlin_01,Berlin,SKU002,Blue T-Shirt,T-Shirt,27.96,1,27.96,Debit Card
TXN-20260105-87553,2026-01-05T11:54:30.805429,Munich_01,Munich,SKU003,White T-Shirt,T-Shirt,23.51,1,23.51,Debit Card
TXN-20260105-28763,2026-01-05T13:36:19.805429,Berlin_01,Berlin,SKU010,Running Shoes,Sneakers,85.04,1,85.04,Credit Card
TXN-20260105-51802,2026-01-05T19:29:17.805429,Online_Store,Online,SKU013,Party Dress,Dress,147.53,1,147.53,Mobile Pay
TXN-20260105-81225,2026-01-05T12:28:39.805429,Frankfurt_01,Frankfurt,SKU002,Blue T-Shirt,T-Shirt,28.97,2,57.93,Debit Card
TXN-20260105-85796,2026-01-05T16:33:11.805429,Berlin_01,Berlin,SKU014,Winter Jacket,Jacket,141.22,1,141.22,Mobile Pay
TXN-20260105-46584,2026-01-05T13:52:34.805429,Online_Store,Online,SKU009,Black Sneakers,Sneakers,119.28,2,238.57,Mobile Pay
TXN-20260105-88646,2026-01-05T17:12:33.805429,Frankfurt_01,Frankfurt,SKU010,Running Shoes,Sneakers,96.46,1,96.46,Credit Card
TXN-20260105-55188,2026-01-05T20:20:07.805429,Online_Store,Online,SKU015,Leather Jacket,Jacket,186.57,2,373.13,Mobile Pay
TXN-20260105-21590,2026-01-05T16:21:05.805429,Berlin_01,Berlin,SKU002,Blue T-Shirt,T-Shirt,25.97,1,25.97,Debit Card
TXN-20260105-87986,2026-01-05T16:34:29.805429,Frankfurt_01,Frankfurt,SKU015,Leather Jacket,Jacket,194.69,1,194.69,Credit Card
TXN-20260105-10793,2026-01-05T20:19:16.805429,Berlin_01,Berlin,SKU014,Winter Jacket,Jacket,136.79,1,136.79,Cash
TXN-20260105-44749,2026-01-05T18:31:58.805429,Frankfurt_01,Frankfurt,SKU010,Running Shoes,Sneakers,98.42,1,98.42,Cash
TXN-20260105-99306,2026-01-05T18:42:26.805429,Berlin_01,Berlin,SKU003,White T-Shirt,T-Shirt,24.24,1,24.24,Mobile Pay
TXN-20260105-57772,2026-01-05T14:25:17.805429,Frankfurt_01,Frankfurt,SKU002,Blue T-Shirt,T-Shirt,26.5,1,26.5,Cash
TXN-20260105-60420,2026-01-05T17:28:51.805429,Frankfurt_01,Frankfurt,SKU013,Party Dress,Dress,134.32,1,134.32,Debit Card
TXN-20260105-13127,2026-01-05T11:30:51.805429,Online_Store,Online,SKU015,Leather Jacket,Jacket,184.01,1,184.01,Mobile Pay
TXN-20260105-69382,2026-01-05T10:58:16.805429,Berlin_01,Berlin,SKU016,Denim Jacket,Jacket,121.99,1,121.99,Debit Card
TXN-20260105-18804,2026-01-05T20:03:53.805429,Munich_01,Munich,SKU014,Winter Jacket,Jacket,128.93,1,128.93,Credit Card
TXN-20260105-36303,2026-01-05T17:23:03.805429,Berlin_01,Berlin,SKU014,Winter Jacket,Jacket,140.17,1,140.17,Mobile Pay
TXN-20260105-95496,2026-01-05T16:29:05.805429,Frankfurt_01,Frankfurt,SKU010,Running Shoes,Sneakers,91.08,1,91.08,Mobile Pay
TXN-20260105-88210,2026-01-05T18:57:07.805429,Hamburg_02,Hamburg,SKU002,Blue T-Shirt,T-Shirt,29.57,1,29.57,Credit Card
TXN-20260105-47909,2026-01-05T20:35:35.805429,Frankfurt_01,Frankfurt,SKU016,Denim Jacket,Jacket,129.5,1,129.5,Credit Card
TXN-20260105-14101,2026-01-05T21:33:33.805429,Hamburg_02,Hamburg,SKU002,Blue T-Shirt,T-Shirt,28.69,1,28.69,Credit Card
TXN-20260105-45259,2026-01-05T18:26:12.805429,Hamburg_02,Hamburg,SKU012,Summer Dress,Dress,72.27,1,72.27,Credit Card
TXN-20260105-40193,2026-01-05T13:57:31.805429,Berlin_01,Berlin,SKU015,Leather Jacket,Jacket,189.32,1,189.32,Credit Card
TXN-20260105-17278,2026-01-05T13:48:23.805429,Munich_01,Munich,SKU011,Little Black Dress,Dress,98.54,1,98.54,Debit Card
TXN-20260105-81924,2026-01-05T20:34:42.805429,Berlin_01,Berlin,SKU006,Regular Jeans,Jeans,67.51,2,135.02,Credit Card
TXN-20260105-54105,2026-01-05T18:09:47.805429,Berlin_01,Berlin,SKU009,Black Sneakers,Sneakers,116.81,1,116.81,Mobile Pay
TXN-20260105-52199,2026-01-05T17:02:01.805429,Munich_01,Munich,SKU014,Winter Jacket,Jacket,131.66,2,263.32,Mobile Pay
TXN-20260105-31278,2026-01-05T14:11:42.805429,Hamburg_02,Hamburg,SKU012,Summer Dress,Dress,68.78,2,137.57,Cash
TXN-20260105-17695,2026-01-05T13:18:16.805429,Munich_01,Munich,SKU009,Black Sneakers,Sneakers,111.79,1,111.79,Cash
TXN-20260105-18007,2026-01-05T16:58:30.805429,Online_Store,Online,SKU013,Party Dress,Dress,128.55,1,128.55,Cash
TXN-20260105-15059,2026-01-05T18:10:48.805429,Munich_01,Munich,SKU001,Red T-Shirt,T-Shirt,27.62,2,55.24,Mobile Pay
TXN-20260105-31293,2026-01-05T18:17:31.805429,Munich_01,Munich,SKU002,Blue T-Shirt,T-Shirt,27.07,1,27.07,Debit Card
TXN-20260105-35786,2026-01-05T21:26:49.805429,Berlin_01,Berlin,SKU003,White T-Shirt,T-Shirt,23.16,1,23.16,Mobile Pay
TXN-20260105-68034,2026-01-05T19:41:54.805429,Munich_01,Munich,SKU016,Denim Jacket,Jacket,115.26,1,115.26,Cash
TXN-20260105-38264,2026-01-05T13:05:46.805429,Frankfurt_01,Frankfurt,SKU009,Black Sneakers,Sneakers,114.09,1,114.09,Debit Card
TXN-20260105-25532,2026-01-05T16:12:37.805429,Munich_01,Munich,SKU016,Denim Jacket,Jacket,119.31,1,119.31,Credit Card
TXN-20260105-10486,2026-01-05T18:24:28.805429,Online_Store,Online,SKU014,Winter Jacket,Jacket,131.79,2,263.57,Mobile Pay
TXN-20260105-20788,2026-01-05T20:43:02.805429,Frankfurt_01,Frankfurt,SKU002,Blue T-Shirt,T-Shirt,26.59,1,26.59,Cash
TXN-20260105-22883,2026-01-05T15:41:32.805429,Frankfurt_01,Frankfurt,SKU014,Winter Jacket,Jacket,127.75,1,127.75,Debit Card
TXN-20260105-31468,2026-01-05T13:14:26.805429,Online_Store,Online,SKU011,Little Black Dress,Dress,92.42,1,92.42,Cash
TXN-20260105-80071,2026-01-05T17:27:17.805429,Berlin_01,Berlin,SKU012,Summer Dress,Dress,72.61,2,145.23,Cash
TXN-20260105-66042,2026-01-05T20:33:54.805429,Munich_01,Munich,SKU013,Party Dress,Dress,138.14,1,138.14,Cash
TXN-20260105-86050,2026-01-05T14:59:56.805429,Hamburg_02,Hamburg,SKU015,Leather Jacket,Jacket,176.7,1,176.7,Mobile Pay
TXN-20260105-21499,2026-01-05T17:59:54.805429,Munich_01,Munich,SKU006,Regular Jeans,Jeans,61.96,1,61.96,Mobile Pay
TXN-20260105-93931,2026-01-05T16:41:19.805429,Hamburg_02,Hamburg,SKU006,Regular Jeans,Jeans,62.56,1,62.56,Credit Card
TXN-20260105-89265,2026-01-05T17:15:15.805429,Hamburg_02,Hamburg,SKU013,Party Dress,Dress,127.77,1,127.77,Mobile Pay
TXN-20260105-24110,2026-01-05T18:47:25.805429,Hamburg_02,Hamburg,SKU001,Red T-Shirt,T-Shirt,29.78,1,29.78,Debit Card
TXN-20260105-55618,2026-01-05T20:26:49.805429,Berlin_01,Berlin,SKU011,Little Black Dress,Dress,91.57,3,274.71,Debit Card
TXN-20260105-57949,2026-01-05T16:30:34.805429,Munich_01,Munich,SKU008,White Sneakers,Sneakers,112.87,1,112.87,Mobile Pay
TXN-20260105-40190,2026-01-05T17:59:23.805429,Berlin_01,Berlin,SKU007,Ripped Jeans,Jeans,80.63,1,80.63,Mobile Pay
TXN-20260105-93929,2026-01-05T19:27:32.805429,Online_Store,Online,SKU009,Black Sneakers,Sneakers,115.97,1,115.97,Mobile Pay
TXN-20260105-68662,2026-01-05T15:35:58.805429,Online_Store,Online,SKU011,Little Black Dress,Dress,92.02,1,92.02,Cash
TXN-20260105-78442,2026-01-05T20:59:33.805429,Munich_01,Munich,SKU011,Little Black Dress,Dress,86.62,1,86.62,Mobile Pay
TXN-20260105-66711,2026-01-05T14:54:00.805429,Frankfurt_01,Frankfurt,SKU001,Red T-Shirt,T-Shirt,28.28,1,28.28,Debit Card
TXN-20260105-71262,2026-01-05T15:38:25.805429,Online_Store,Online,SKU011,Little Black Dress,Dress,93.38,3,280.13,Cash
TXN-20260105-12748,2026-01-05T15:49:59.805429,Berlin_01,Berlin,SKU006,Regular Jeans,Jeans,60.71,2,121.41,Cash
TXN-20260105-87667,2026-01-05T15:02:30.805429,Berlin_01,Berlin,SKU004,Black Polo,T-Shirt,39.51,1,39.51,Credit Card
TXN-20260105-53252,2026-01-05T16:54:53.805429,Frankfurt_01,Frankfurt,SKU013,Party Dress,Dress,148.94,1,148.94,Cash
TXN-20260105-24872,2026-01-05T18:35:59.805429,Frankfurt_01,Frankfurt,SKU008,White Sneakers,Sneakers,116.19,1,116.19,Debit Card
TXN-20260105-93733,2026-01-05T13:33:12.805429,Hamburg_02,Hamburg,SKU003,White T-Shirt,T-Shirt,21.92,2,43.84,Mobile Pay
TXN-20260105-47767,2026-01-05T17:37:31.805429,Munich_01,Munich,SKU008,White Sneakers,Sneakers,127.08,2,254.15,Mobile Pay
TXN-20260105-19225,2026-01-05T16:47:21.805429,Hamburg_02,Hamburg,SKU010,Running Shoes,Sneakers,87.95,1,87.95,Mobile Pay
TXN-20260105-36738,2026-01-05T14:49:18.805429,Munich_01,Munich,SKU008,White Sneakers,Sneakers,116.59,1,116.59,Mobile Pay
TXN-20260105-24667,2026-01-05T19:18:05.805429,Munich_01,Munich,SKU002,Blue T-Shirt,T-Shirt,27.86,1,27.86,Credit Card
TXN-20260105-84995,2026-01-05T19:14:54.805429,Berlin_01,Berlin,SKU002,Blue T-Shirt,T-Shirt,28.39,1,28.39,Debit Card
TXN-20260105-79433,2026-01-05T20:11:19.805429,Frankfurt_01,Frankfurt,SKU015,Leather Jacket,Jacket,172.09,2,344.18,Mobile Pay
TXN-20260105-25092,2026-01-05T18:47:26.805429,Munich_01,Munich,SKU014,Winter Jacket,Jacket,133.83,2,267.65,Credit Card
TXN-20260105-60210,2026-01-05T20:32:40.805429,Frankfurt_01,Frankfurt,SKU002,Blue T-Shirt,T-Shirt,29.96,2,59.92,Cash
TXN-20260105-15532,2026-01-05T14:11:49.805429,Berlin_01,Berlin,SKU011,Little Black Dress,Dress,93.09,1,93.09,Credit Card
TXN-20260105-55296,2026-01-05T19:56:21.805429,Hamburg_02,Hamburg,SKU014,Winter Jacket,Jacket,141.36,2,282.71,Debit Card
TXN-20260105-17007,2026-01-05T18:19:08.805429,Munich_01,Munich,SKU007,Ripped Jeans,Jeans,78.97,1,78.97,Cash
TXN-20260105-23519,2026-01-05T19:50:19.805429,Hamburg_02,Hamburg,SKU011,Little Black Dress,Dress,88.27,1,88.27,Credit Card
TXN-20260105-53061,2026-01-05T16:40:51.805429,Hamburg_02,Hamburg,SKU007,Ripped Jeans,Jeans,82.07,1,82.07,Cash
TXN-20260105-42904,2026-01-05T12:14:23.805429,Munich_01,Munich,SKU002,Blue T-Shirt,T-Shirt,27.38,2,54.75,Mobile Pay
TXN-20260105-27230,2026-01-05T15:21:25.805429,Hamburg_02,Hamburg,SKU004,Black Polo,T-Shirt,34.68,2,69.37,Mobile Pay
TXN-20260105-62155,2026-01-05T17:48:48.805429,Berlin_01,Berlin,SKU003,White T-Shirt,T-Shirt,21.52,1,21.52,Credit Card
TXN-20260105-89053,2026-01-05T17:48:22.805429,Munich_01,Munich,SKU013,Party Dress,Dress,132.44,1,132.44,Credit Card
TXN-20260105-76110,2026-01-05T15:56:49.805429,Hamburg_02,Hamburg,SKU009,Black Sneakers,Sneakers,104.0,1,104.0,Mobile Pay
TXN-20260105-73682,2026-01-05T17:33:05.805429,Munich_01,Munich,SKU008,White Sneakers,Sneakers,121.89,1,121.89,Cash
TXN-20260105-14522,2026-01-05T19:21:45.805429,Munich_01,Munich,SKU009,Black Sneakers,Sneakers,115.58,1,115.58,Debit Card
